,location,domain_profile,company_name,about_the_work_from_home_job/internship,skill(s)_required,who_can_apply,perks,number_of_openings,company_details,start_date,duration,stipend,apply_by,applicants,other_requirements,about_the_internship,additional_information,is_part_time,about_part_time_job/internship
1087,Gurgaon,PHP Laravel Development,Nexx Enterprise,,"PHP
HTML
CSS
CodeIgniter
LARAVEL","Only those candidates can apply who:
1. are available for full time (in-office) internship
2. can start the internship between 19th Jun'21 and 24th Jul'21
3. are available for duration of 3 months
4. have relevant skills and interests","Certificate
 Letter of recommendation
 Flexible work hours
 Informal dress code",1,"Website;Nexx Enterprise is a leading web designing company in India. We build out-of-the-box websites and applications. We deliver all the important features that can make your online presence stand out from the rest. We offer IT-related consultancy and solutions and work on the development and implementation of the product life cycle diligently. Our approach towards every assignment is consultative and we let the clients share their thoughts clearly to understand their business requirements and their expectations. We focus on providing cost-effective solutions, combining the best resources, and building solutions for businesses that are feasible and marketing-friendly.",Starts immediatelyImmediately,3 Months,4000 /month,3 Jul' 21,Be an early applicant,,"Selected intern's day-to-day responsibilities include: 

1. Work on live projects such as CRM and ERP tools
2. Write clean, maintainable, and efficient code in PHP or Laravel framework
3. Understand documented features to develop web apps
4. Collaborate with the team members to develop and ship web applications within the time frame
5. Contribute to all phases of the development life-cycle",,0,
1088,Work From Home,Web Development,LX Marketing Private Limited (Luxury Living),"Selected intern's day-to-day responsibilities include designing the front-end for websites and other applications. The candidate will be given a proper brief in terms of what is required and expected from him for the designs.

Note: UI/UX knowledge is not important as long as the candidate meets the below 3 criteria:
1. If you think your knowledge of HTML & CSS is minimum 8/10
2. If you can code for 'responsive websites', for desktops, mobiles, and tablets
3. If you know jQuery and feel your command on jQuery is at least 7/10","HTML
CSS
JavaScript
jQuery
SCSS","Only those candidates can apply who:
1. are available for the work from home job/internship
2. can start the work from home job/internship between 22nd Jun'21 and 27th Jul'21
3. are available for duration of 6 months
4. have relevant skills and interests","Certificate
 Letter of recommendation",2,Website;We are a luxury travel company and we deal with high-end luxury hotels in India and abroad. Most of our business is for hotels outside India. We are a sales-driven company and our main customers are luxury travel agents based in India.,Starts immediatelyImmediately,6 Months,15000-20000 /month,6 Jul' 21,188 applicants,,,,0,
1089,Chennai,Web Development,Endeavour Technology Services,,"Java
PHP
HTML
CSS
Adobe Photoshop
CorelDRAW
WordPress
Digital Marketing","Only those candidates can apply who:
1. are available for full time (in-office) internship
2. can start the internship between 24th Jun'21 and 29th Jul'21
3. are available for duration of 3 months
4.  are from Chennai, Chennai and neighboring cities
5. have relevant skills and interests
* Women wanting to start/restart their career can also apply.",Certificate,3,"Website;ETS (Endeavour Technology Services) is a unique combination of technology, functional and engineering service provider company with end to end domain expertise. We deliver technology services and engineering design & automation services from ideation to implementation, empowering clients to outclass the competition.",Starts immediatelyImmediately,3 Months,4000 /month,8 Jul' 21,30 applicants,,"Selected intern's day-to-day responsibilities include: 

1. Writing efficient code
2. Creating websites/a website using standard HTML/CSS practices
3. Working closely with web designers and programmers to produce the website
4. Constant communication with other colleagues in the business to develop and deploy their content - and ensuring there is a clear establishment of what can be created within what timeframe
5. Researching different software programs, maintaining software documentation
6. Implementing contingency plans in case the website goes down
7. Maintaining and expanding/enhancing the website once built
8. Managing a team",,0,
1090,Gurgaon,Computer Vision,Intozi Tech Private Limited,,"OpenCV
Python
Machine Learning
Image Processing
Computer Vision
Amazon Web Services (AWS)
Deep Learning","Only those candidates can apply who:
1. are available for full time (in-office) internship
2. can start the internship between 28th Jun'21 and 2nd Aug'21
3. are available for duration of 6 months
4. have relevant skills and interests","Certificate
 Flexible work hours
 5 days a week",2,"Website;Intozi is a new generation startup in the fastest-growing field of artificial intelligence and computer vision, based in Gurgaon.",Starts immediatelyImmediately,6 Months,5000-10000 /month,12 Jul' 21,Be an early applicant,,"Selected interns day-to-day responsibilities include:

1. Develop computer vision capabilities for the core platform
2. Leverage in Tensorflow, OpenCV, Python and deep learning frameworks to train models
3. Use DeepLearning technologies such as Keras, Tensorflow, PyTorch etc.
4. Develop integrations with various in-house or external microservices
5. Research latest technologies and develop proof of concepts (POCs)",,0,
1091,Work From Home,Front End Development,Sportswizz League,"Selected intern's day-to-day responsibilities include: 

 1) Working with PHP and MySQL to design, develop and debug web applications
2) Integrating back-end services with PHP/Javascript based front end needs
3) Working with the team to manage, optimize and customize multiple web applications
4) Creating and maintaining technical documentation",,"Only those candidates can apply who:
1. are available for the work from home job/internship
2. can start the work from home job/internship between 25th Jun'21 and 30th Jul'21
3. are available for duration of 3 months
4. have relevant skills and interests",Certificate,3,"Website;Sportswizz League is a digital sports-tech company. We focus on engaging sports fanatics online through trivia entertainment, fantasy games, content, and stats.",Starts immediatelyImmediately,3 Months,9000 /month,9 Jul' 21,146 applicants,,,,0,
1092,Work From Home,Software Engineering,GLABBR TECHNOLOGIES PRIVATE LIMITED,"Selected intern's day-to-day responsibilities include:

1. Go through all phases of agile development, right from sprint planning to daily scrums, peer code reviews, automated tests, sprint demos, UAT with the client, and finally deployment to production
2. Support your own development in the production 
3. Work firsthand, with our serverless deployments using cloud platforms like AWS

Note: To achieve any of this you need to understand distributed systems, algorithms and data structures, database scaling techniques, but more importantly you should be willing to learn at a very fast pace and be a team player and not a lone-wolf.","Java
Python
Algorithms
Data Structures
Spring MVC
Golang","Only those candidates can apply who:
1. are available for the work from home job/internship
2. can start the work from home job/internship between 20th Jun'21 and 25th Jul'21
3. are available for duration of 6 months
4. have relevant skills and interests
* Women wanting to start/restart their career can also apply.","Certificate
 Letter of recommendation
 Flexible work hours
 5 days a week",2,Glabbr Technologies has cloud-native products for finance and manufacturing industries that solve complex invoicing and design problems.,Starts immediatelyImmediately,6 Months,2000-7000 /month,4 Jul' 21,71 applicants,,,"At Glabbr Technologies, you will learn how to build some of the most efficient back-end stacks to power high-performance apps. You will be able to get your hands dirty with, REST API, Postman collections, Golang, HTTP/2, etc. You will be able to understand API design, microservices, SOLID principles like never before. Additionally, you will also learn how high-scale software design is done and then you'd be able to deploy it to production.",0,
1093,Delhi,Technical Operations,IncRevenue,,"HTML
CSS
JavaScript
Mathematics
English Proficiency (Spoken)
English Proficiency (Written)","Only those candidates can apply who:
1. are available for full time (in-office) internship
2. can start the internship between 21st Jun'21 and 26th Jul'21
3. are available for duration of 4 months
4. have relevant skills and interests","Certificate
 Letter of recommendation
 Flexible work hours
 Informal dress code
 Free snacks & beverages
 Job offer",2,Website;IncRevenue is a 5-year-old startup in the field of digital advertisements. It was founded by IITians with a team size of 35 people and incubated under NASSCOM 10K startups. We have helped 200+ big brands to promote their services through our ad-serving technology.,Starts immediatelyImmediately,4 Months,10000-15000 /month,26 Jul' 21,96 applicants,,"Selected intern's day to day responsibilities include:

1. Manage the backend work
2. Manage the websites and is day to day operations
3. Should have basic knowledge of HTML CSS JAVASCRIPT CODING
4. Should be maths genius","Job offer: On successful conversion to a permanent employee, the candidate can expect a salary of Rs. 2 to 6 Lac/annum
The candidate does not need to have an interest in coding.",0,
1094,Work From Home,Web Development,Adwaita Educare Private Limited,"Selected intern's day-to-day responsibilities include: 

1. Work on designing, building, and maintaining website and software application 
2. Work on adding the website content and directing team members who produce the content
3. Evaluate code to ensure it meets industry standards, is valid, is properly structured, and is compatible with browsers, devices, or operating systems
Candidate must have strong knowledge in React JS.","HTML
JavaScript
Bootstrap
MongoDB
Node.js
ReactJS","Only those candidates can apply who:
1. are available for the work from home job/internship
2. can start the work from home job/internship between 30th Jun'21 and 4th Aug'21
3. are available for duration of 2 months
4. have relevant skills and interests
* Women wanting to start/restart their career can also apply.","Certificate
 Letter of recommendation
 Flexible work hours",2,"Adwaita Educare is a social startup that aims to provide a quality learning experience to kids. We focus on emotional development, skill development, and critical thinking development through various play-based activities that enhance the productivity and performance of a child. We aim to provide training to millions of educators and parents. We are bridging the communication gap between parents and teachers through our innovative solution while providing them tools such as mobile applications, websites, and social media platforms. We are developing a well-structured product to engage the community, which will empower and enhance the knowledge and support to children of the country.",Starts immediatelyImmediately,2 Months,4000 /month,14 Jul' 21,97 applicants,,,,1,
1095,Work From Home,Web Development,Yaxa Digital Labs Private Limited,"Selected intern's day-to-day responsibilities include: 

1. Create an effective and responsive design and turn it into a working theme and plugin
2. Design, build and maintain efficient, reusable, and reliable front-end code
3. Help maintain code quality by doing peer code reviews. 
4. Build APIs and plugins which will communicate with backend services 
5. Execute assigned tasks in a timely and efficient manner
6. Collaborate with clients and digital marketing team to implement technical requirements
7. Work on CSS changes and their ramifications to ensure consistent style across platforms and browsers. 
8. Convert comprehensive layout and wireframes into working HTML pages and  interacting with RESTful APIs and formats (JSON, XML) 
9. Work on code versioning tools (such as Git, SVN, and Mercurial) and PHP back-end development on WordPress 
10. Work on Agile SCRUM methodology
11. Design and develop responsive design websites and work on debugging tools like Firebug, Chrome inspector","PHP
MySQL
HTML
CSS
JavaScript
jQuery
WordPress
Magento
JSON
REST API","Only those candidates can apply who:
1. are available for the work from home job/internship
2. can start the work from home job/internship between 26th Jun'21 and 31st Jul'21
3. are available for duration of 6 months
4. have relevant skills and interests
* Women wanting to start/restart their career can also apply.","Certificate
 5 days a week",2,"Website;With a vision to transform the digital marketing world, we stand for perfection. As you must have guessed by now, Yaxa Digital Labs is a digital marketing company, and one with a passion for progress.  We create, and recreate, design, and redesign until we find what works best for our clients. We are currently trying to make an exemplary team that renders what Yaxa Digital Labs stands for perfection.",Starts immediatelyImmediately,6 Months,7000 /month,10 Jul' 21,88 applicants,,,"As a WordPress developer, you will be responsible for both backend and frontend development, including creating WordPress themes and plugins.",0,
1096,Adilabad,Mobile App Development,Helios Soft Solutions,,"Java
Swift
Flutter
React Native
Dart
Android
Kotlin","Only those candidates can apply who:
1. are available for full time (in-office) internship
2. can start the internship between 29th Jun'21 and 3rd Aug'21
3. are available for duration of 3 months
4. have relevant skills and interests
* Women wanting to start/restart their career can also apply.","Letter of recommendation
 Flexible work hours",2,"Website;Helios Soft Solutions provides graphic design, web design, web development, mobile application development, and digital marketing services to global industry leaders. We deliver innovative solutions that add value to the business through the deployment of technology. Our services help clients leverage market opportunities and gain a competitive advantage.",Starts immediatelyImmediately,3 Months,3000 /month,13 Jul' 21,Be an early applicant,,"Selected intern's day-to-day responsibilities include: 

1. Working on Android or iOS to design, develop, fix bugs, and debug mobile applications
2. Working with GET and POST methods with JSON
3. Working with multi-media components
4. Creating and maintaining technical documentation",,0,
1097,Delhi,Mobile App Development,SpaceOrion,,,"Only those candidates can apply who:
1. are available for full time (in-office) internship
2. can start the internship between 18th Jun'21 and 23rd Jul'21
3. are available for duration of 3 months
4.  are from Delhi and neighboring cities
5. have relevant skills and interests","Certificate
 Letter of recommendation
 Informal dress code",2,"We are a company with dreams of going to Mars, and beyond. With the experience and expertise in automation, design, prosthetics, and convertible vehicles, SpaceOrion automation is working towards the automation of home, automobiles, and offices, completely based on Indian technology with on-air automatic updates and continuous connectivity. The currently available technology is very expensive and also not widely available. Customization of different electronics is not easy and is majorly developed by western countries which are basically based on either English or other foreign languages making the accent and related differences a problem for smart control with voice.

These products are neither manufactured in India nor easily available at economical prices to Indian customers. The major earnings go to either the manufacturer or the developer where every second year a new model is released and old models are required to be changed, leading to waste of money and electronic waste.",Starts immediatelyImmediately,3 Months,2000 /month,2 Jul' 21,Be an early applicant,,"Selected intern's day-to-day responsibilities include:

1. Working on developing apps in Flutter
2. Working on GET and POST commands as well as APIs
3. Coordinating with other team members developing either app or website
4. Knowledge and experience of database management in Flutter",,0,
1098,Bangalore,Web Development,TesQuirel Solutions Private Limited,,"HTML
CSS
JavaScript
jQuery
AJAX
Bootstrap
TypeScript
Angular 7.0","Only those candidates can apply who:
1. are available for full time (in-office) internship
2. can start the internship between 30th Jun'21 and 4th Aug'21
3. are available for duration of 6 months
4.  are from Bangalore
5. have relevant skills and interests
* Women wanting to start/restart their career can also apply.","Certificate
 Informal dress code
 Free snacks & beverages
 Job offer",2,Website;We are a futuristic product and solutions company aimed at helping customers with speedier product releases while ensuring quality assurance through effective evaluation of their software functionality. Our solutions also include building predictive models through artificial intelligence and machine learning.,Starts immediatelyImmediately,6 Months,8000 /month,14 Jul' 21,Be an early applicant,,"Those who have at least basic knowledge of Angular 4 or higher only need apply. This opportunity requires working from office. Apply only if you are ready to take the written test and interview and willing to work from our office at Banashankari.

Selected intern's day-to-day responsibilities include: 

1. Develop websites/web applications using Angular 4+, HTML5, Bootstrap, CSS, JavaScript, jQuery, etc. 
2. Create widgets/components with Angular and Bootstrap
3. Work on API integration for CRUD and other operations
4. Create and maintain technical documentation",,0,
1099,Work From Home,Machine Learning,Sheethal Foundation,"Selected intern's day-to-day responsibilities include:

1. Working on training and hyperparameter-tuning cutting-edge ML and CV models
2. Working on tasks such as data cleaning, data collection, and data visualization 
3. Engaging in database management-related duties","Python
SQL
Machine Learning
Computer Vision
Data Science","Only those candidates can apply who:
1. are available for the work from home job/internship
2. can start the work from home job/internship between 17th Jun'21 and 22nd Jul'21
3. are available for duration of 2 months
4. have relevant skills and interests
* Women wanting to start/restart their career can also apply.","Certificate
 Letter of recommendation
 Flexible work hours
 5 days a week",20,"With over 30 years of experience in the construction industry, Sheethal Foundation is one of the leading builders engaged in the construction of residential and commercial buildings in Chennai today.",Starts immediatelyImmediately,2 Months,10000 /month,2 Jul' 21,909 applicants,,,,1,
1100,Work From Home,Mobile App Development,Aican Automate LLP,Selected intern's day-to-day responsibilities include conceptualizing and formulating apps that are suitable for use on all types of Android devices.,"Java
UI & UX Design
Android","Only those candidates can apply who:
1. are available for the work from home job/internship
2. can start the work from home job/internship between 28th Jun'21 and 2nd Aug'21
3. are available for duration of 2 months
4. have relevant skills and interests","Certificate
 Letter of recommendation
 Flexible work hours",5,"Aican Automate offers IIoT development services to manufacturing plants, enterprises, and chemical labs and alongside, we design innovative consumer electronics. We help our clients build smart devices, turn analog products into digital using embedded sensors, embedded firmware, and IoT cloud platforms, and create infrastructure (embedded, mobile, and web) for custom IoT applications. 

Our IIoT system development skill matrix includes hardware prototyping and design, embedded software development, IoT dashboards, and mobile apps for connected devices.",Starts immediatelyImmediately,2 Months,1000 /month,13 Jul' 21,47 applicants,"1. Must have proficiency in Java
2. Must have the ability to use the Android Studio, including the Android SDK, with ease
3. Must have a basic understanding of Google Firebase
4. Must have familiarity with push notifications, APIs, and cloud messaging
5. Students currently in 3rd or 4th year of BE/B.Tech in CS/IT/EXTC/electronics would be preferred",,,1,
1101,Work From Home,Content Development (ICT And Coding Curriculum),Hackberry,"Selected intern's day-to-day responsibilities include: 

1. Creating content for kids coding programs
2. Creating mapping of the existing curriculum
3. Creating presentations, lesson plans, and ancillary documents
4. Working on the back-end to link their work
5. Working with Scratch, ScratchJr, MIT App Inventor, and HTML type of languages for kids aged 5-14 and develop material for training them
6. Developing content for school boards like ICSE, CBSE, and IGCSE (the creation of comparisons and mapping of their ICT curriculum)
7. Working on the creation of a pedagogical approach to learning within the framework of the curriculum","HTML
JavaScript
MS-Office
Python
MS-Word
MS-PowerPoint
Windows Mobile Application Development
MS-Excel
Report Writing","Only those candidates can apply who:
1. are available for the work from home job/internship
2. can start the work from home job/internship between 18th Jun'21 and 23rd Jul'21
3. are available for duration of 3 months
4. have relevant skills and interests
* Women wanting to start/restart their career can also apply.",Flexible work hours,1,"Website;Hackberry brings educational programs that facilitate the overall development of 5 to 15 year-olds through fun and learning. Hackberry is passionate about inspiring the next generation of creators, innovators, and entrepreneurs. Our programs help to transform education from an ordinary classroom experience to an exploratory learning-centered environment of discovery and problem-solving.",Starts immediatelyImmediately,3 Months,3000 /month,3 Jul' 21,Be an early applicant,,,,0,
1102,Ludhiana,Web Development,Goyum Group India,,LARAVEL,"Only those candidates can apply who:
1. are available for full time (in-office) internship
2. can start the internship between 22nd Jun'21 and 27th Jul'21
3. are available for duration of 3 months
4.  are from Ludhiana
5. have relevant skills and interests","Certificate
 Flexible work hours
 Informal dress code
 5 days a week",2,"Website;We are the turnkey solution provider for Edible oil, Refineries, solvent plants, used tire pyrolysis plant, used engine re-refining plant, flour mill, rice mill, and industrial shredder.",Starts immediatelyImmediately,3 Months,6000 /month,6 Jul' 21,Be an early applicant,1. Knowledge of Laravel will be appreciated,"Selected intern's day-to-day responsibilities include: 

1. Designing and managing company-internal web portals
2. Managing company web space for any innovation or improvements",,0,
1103,Work From Home,Android App Development,SkrapNest,"Selected intern's day-to-day responsibilities include:

1. Develop frontend for apps and other platforms
2. Work on backend integration from cloud Firestore (database integration)
3. Provide reports to the project manager about project progress","Java
Node.js
Android
Kotlin
Cloud Firestore","Only those candidates can apply who:
1. are available for the work from home job/internship
2. can start the work from home job/internship between 23rd Jun'21 and 28th Jul'21
3. are available for duration of 2 months
4. have relevant skills and interests","Certificate
 Flexible work hours",1,We believe there is a better way to sell your scrap and recycle it. SkrapNest is the best way where customers are earned rather than bought. We are passionate about providing a comfortable scrap collection service and recycling waste. Our mission is to recycle waste as much as possible so we can make our surroundings clean. Our mission is to make India one of the cleanest countries in the world and we will make it happen. But to complete our mission we need your support. Buying your scrap and recycling it is the first step of our mission.,Starts immediatelyImmediately,2 Months,1000 /month,8 Jul' 21,82 applicants,,,,1,
1104,Pune,Mobile App Development,BraKetLab,,Flutter,"Only those candidates can apply who:
1. are available for full time (in-office) internship
2. can start the internship between 24th Jun'21 and 29th Jul'21
3. are available for duration of 6 months
4. have relevant skills and interests
* Women wanting to start/restart their career can also apply.","Certificate
 Letter of recommendation
 Informal dress code
 5 days a week",1,"BraKetLab is a startup company in the high-demand online education industry with a transformative offering that will deliver premium quality, easily accessible, and most affordable educational experience to young people, initially in India and globally in the future.",Starts immediatelyImmediately,6 Months,7000 /month,8 Jul' 21,Be an early applicant,,"Selected intern's day-to-day responsibilities include: 

1. Work with an existing Flutter app to include more features
2. Convert the Android Flutter app for other suitable platforms
3. Handle other development related works as required by the company from time to time",,0,
1105,Kannur,Web Development,SRV IT Hub Private Limited,,"MongoDB
AngularJS
Node.js
GitHub
MEAN/MERN Stack","Only those candidates can apply who:
1. are available for full time (in-office) internship
2. can start the internship between 17th Jun'21 and 22nd Jul'21
3. are available for duration of 3 months
4. have relevant skills and interests","Certificate
 Letter of recommendation
 Job offer",5,"Website;SRV InfoTech, a leading web development company in Kannur, Kerala has started its journey in October 2008 in a small space. Today, working with 28 employees in a 1000 Square Feet work area, SRV InfoTech has turned out to be a well-known brand name in Kerala and the Middle East. By 2011, SRV InfoTech became one of the most established software companies in Kannur. Today, when looking back to 2008, these 10 years have got a lot of success stories to tell, working with 612+ prestigious clients on 1450+ projects in 30 different countries, across 4 continents. Moving on to the next level of business expansion, SRV InfoTech has started its sales and technical consulting office at Indira Nagar, Bangalore & Pune, Maharashtra.",Starts immediatelyImmediately,3 Months,10000 /month,2 Jul' 21,39 applicants,"1. We are looking for full-stack developers, having good knowledge of Node.js, AngularJS & MongoDB
2. Knowledge in MVC architecture
3. Solid communication skills
4. Demonstrated ability to explain complex technical issues to both technical and non-technical audiences
5. Strong understanding of the software design/architecture process","Selected intern's day-to-day responsibilities include:

1. Work on full-stack development: Node.js, AngularJS & MongoDB
2. Work on MVC architecture
3. Explain complex technical issues to both technical and non-technical audiences
4. Utilize the knowledge of software design/architecture process",,0,
1106,Jaipur,Salesforce Development,Baseline HR Solutions Private Limited,,Salesforce,"Only those candidates can apply who:
1. are available for full time (in-office) internship
2. can start the internship between 29th Jun'21 and 3rd Aug'21
3. are available for duration of 6 months
4. have relevant skills and interests","Certificate
 Letter of recommendation
 Informal dress code
 Job offer",4,"Baseline HR Solution is a boutique staffing company serving the bay area since 2014. Baseline HR has been immensely successful in creating a network of highly adept intelligent workforce that can help a company achieve its mission-critical projects and goals. Keeping pace with projects and being on the lookout for extremely talented individuals has become ever more challenging, here is where Baseline HR comes into play to bring the best-suited talent for your company.

All of our resources are multifaceted and come with years of commended performance. We are committed to providing quality services to clients. We believe business is a solution of common problems, its relations with clients, investors, and society with a bond of trust.",Starts immediatelyImmediately,6 Months,10000 /month,13 Jul' 21,Be an early applicant,1. Only Salesforce-certified candidates can apply,"Selected intern's day-to-day responsibilities include: 

1. Develop & design the salesforce applications 
2. Meet with project managers, analyze project objectives, code for new Salesforce applications, create customer workflows, maintain user roles, and troubleshoot application errors
3. Test the stability and functionality of the application","Job offer: On successful conversion to a permanent employee, the candidate can expect a salary of Rs. 3 to 5 Lac/annum",0,
1107,Nagpur,Web Development,The Space Element,,"PHP
.NET
Node.js
React Native
ReactJS","Only those candidates can apply who:
1. are available for full time (in-office) internship
2. can start the internship between 28th Jun'21 and 2nd Aug'21
3. are available for duration of 6 months
4. have relevant skills and interests
* Women wanting to start/restart their career can also apply.","Certificate
 Letter of recommendation
 Informal dress code",4,"Website;We provide creative and technology services and solutions in the areas of web and print design, customized web applications and e-commerce solutions, remote infrastructure management, and creative writing services to organizations in the US, Europe, and the Middle East.",Starts immediatelyImmediately,6 Months,5000 /month,12 Jul' 21,Be an early applicant,,"Selected intern's day-to-day responsibilities include:

1. Work with PHP and MySQL to design, develop, and debug web applications
2. Work with the team to manage, optimize, and customize multiple web applications
3. Create and maintain technical documentation",,0,
1108,Work From Home,Web Development,Digiretail Software India Private Limited,"Selected intern's day-to-day responsibilities include:

1. Working on the assigned code development
2. Understanding the requirement and seeking the help of the supervisor for any  doubts
3. Ensuring timely completion of daily task","AngularJS
Ionic
ReactJS
Angular 7.0","Only those candidates can apply who:
1. are available for the work from home job/internship
2. can start the work from home job/internship between 30th Jun'21 and 4th Aug'21
3. are available for duration of 6 months
4. have relevant skills and interests
* Women wanting to start/restart their career can also apply.",,1,"Website;Digiretail Software India Private Limited is a startup technology company focused on solutions for the retail industry. The company has launched MyDukan, a retail technology platform that connects companies and retailers through a real-time mobile internet solution. Digiretail has been founded by technology and marketing professionals who have years of experience in the Indian retail market across industries like FMCG, Telecom, and mobile companies. The company is based out of Bangalore, India.",Starts immediatelyImmediately,6 Months,7000 /month,14 Jul' 21,Be an early applicant,,,,0,
1109,Work From Home,Web Development,StudyinSchool (Krux Prokon Private Limited),"Selected intern's day-to-day responsibilities include: 

1. Perform assigned web development tasks
2. Design wireframes and convert them to web pages
3. Build basic web applications","HTML
CSS
MongoDB
Node.js","Only those candidates can apply who:
1. are available for the work from home job/internship
2. can start the work from home job/internship between 24th Jun'21 and 29th Jul'21
3. are available for duration of 6 months
4. have relevant skills and interests","Certificate
 Letter of recommendation
 Flexible work hours
 5 days a week",3,"StudyinSchool is an upcoming brand under the umbrella company, Krux Prokon Private Limited. The intent is to create technology products to assist with daily issues faced by the masses. The company was established in 2018. The founders are IIM/SPJ MBA graduates Vaibhav Gupta and Daneesh Sarbhoy.",Starts immediatelyImmediately,6 Months,5000 /month,8 Jul' 21,60 applicants,,,,1,
1110,Work From Home,React Native JavaScript Development,Bodhi Labs Software Services Private Limited,"Selected intern's day-to-day responsibilities include: 

1. Develop UI for an existing app
2. Work with an experienced team
3. Work on solutions to complex requirements and possessing exceptional logical skills","JavaScript
REST API
React Native
ReactJS","Only those candidates can apply who:
1. are available for the work from home job/internship
2. can start the work from home job/internship between 22nd Jun'21 and 27th Jul'21
3. are available for duration of 2 months
4. have relevant skills and interests",,2,Website;We are a software services company building products in different domains. We are currently working on building an AI and IoT based robot.,Starts immediatelyImmediately,2 Months,5000-10000 /month,6 Jul' 21,29 applicants,,,,0,
1111,Work From Home,Web Development,Creating Futures,"We need interns to help with the development and enhancement of a Python/Django based web application that we are creating with the intent of using it to host training program content for underprivileged students.

Selected intern's day to day responsibilities include:

1. Develop, and fix bugs on code according to specification & design
2. Work on unit testing the code
3. Fix the issues that arise","HTML
CSS
JavaScript
jQuery
Python
Bootstrap
Django","Only those candidates can apply who:
1. are available for the work from home job/internship
2. can start the work from home job/internship between 25th Jun'21 and 30th Jul'21
3. are available for duration of 3 months
4. have relevant skills and interests","Certificate
 Letter of recommendation
 Flexible work hours",1,"Website;We are a non-profit organization focusing on the needy educated and non-educated youth in the areas of skill development, youth development, and school development. We aim to create employment opportunities for the educated and non-educated rural & urban youth. We are empowering them to be integrated into the mainstream environment. We also help in enabling the youth to earn a sustainable livelihood thereby improving the overall standard of living.",Starts immediatelyImmediately,3 Months,Unpaid,9 Jul' 21,75 applicants,,,,0,
1112,Work From Home,Front End Development (.NET/C#),Culture Booklet,"Selected intern's day-to-day responsibilities include:

1. Determining the structure and design of web pages
2. Ensuring user experience determines design choices
3. Developing features to enhance the user experience
4. Striking a balance between functional and aesthetic design
5. Ensuring web design is optimized for smartphones
6. Building reusable code for future use
7. Optimizing web pages for maximum speed and scalability
8. Utilizing a variety of markup languages to write web pages
9. Maintaining brand consistency throughout the design",,"Only those candidates can apply who:
1. are available for the work from home job/internship
2. can start the work from home job/internship between 29th Jun'21 and 3rd Aug'21
3. are available for duration of 1 month
4. have relevant skills and interests
* Women wanting to start/restart their career can also apply.",,1,"Culture Booklet is a unique content-sharing platform that brings you amazing knowledge about various beautiful and diverse cultures from different corners of the world. It is a cultural website where we talk about the etiquettes and do's and dont's of cultures all over the world. We upload culture content videos, articles, and graphic visuals paying special attention to music, well-researched cultural content, and attractive and communicative visuals. It is done in a language that everybody understands, such as English, Hindi, and Urdu, catering to a global audience.",Starts immediatelyImmediately,1 Month,5000 /month,14 Jul' 21,41 applicants,"1. Must have an understanding of key design principles and server-side CSS
2. Must have proficiency in HTML, CSS, JavaScript, Bootstrap, and jQuery
3. Must have experience with responsive and adaptive design
4. Must have an understanding of SEO principles
5. Must have good problem-solving skills
6. Must have excellent verbal communication skills
7. Must know .NET Core, API, .NET5",,,0,
1113,Work From Home,Mobile App Development,Onix Advisors,"Selected intern's day-to-day responsibilities include: 

1. Write, maintain and develop scalable React Native code for the frontend of a mobile application
2. Convert XD/PSD UX designs to exact code
3. Use modern techniques including React Native Hooks, Navigation, props to deliver properly tested, working code on time and meet deadlines
4. Develop the frontend using modular and extensible code, integrate the same with the existing application, and take ownership of end-to-end delivery
5. Read and quickly grasp the existing code base, be prompt with debugging, and be responsive to bugs in production
6. Coordinate with the CTO, testers, and the founding team, and be dynamic enough to be a part of an early startup product development group to deliver quality in a timely fashion","CSS
JavaScript
React Native","Only those candidates can apply who:
1. are available for the work from home job/internship
2. can start the work from home job/internship between 20th Jun'21 and 25th Jul'21
3. are available for duration of 3 months
4. have relevant skills and interests
* Women wanting to start/restart their career can also apply.","Certificate
 Letter of recommendation
 Flexible work hours",2,"Onix Advisors is a real estate consultancy firm based out in Bangalore. We work with property owners, builders, and other players in the real estate field in advising them of the best practices that need to be taken while buying, renting, or building the property. We are a team of 6 people from IIT Bombay and Manipal University.",Starts immediatelyImmediately,3 Months,5000 /month,4 Jul' 21,Be an early applicant,,,,0,
1114,Work From Home,Node.js/Express.js Development,BITCS,"Selected intern's day-to-day responsibilities include:

1. Working with the development team to build mobile and web applications from scratch
2. Writing code and debugging software applications and solutions
3. Developing websites and mobile apps using standard and updated programming languages like JavaScript, Node.js, and Express.js","JavaScript
Data Structures
Node.js
Express.js","Only those candidates can apply who:
1. are available for the work from home job/internship
2. can start the work from home job/internship between 29th Jun'21 and 3rd Aug'21
3. are available for duration of 6 months
4. have relevant skills and interests","Certificate
 Letter of recommendation
 Flexible work hours
 5 days a week",6,"Website;BITCS is a software development company that is committed to serving the Indian and international market in providing technical and software solutions. We aim to undertake projects and provide sustainable customized solutions to clients based on their requirements. We are a new company with new ideas and outlook towards our business. With a focus on sustainable human resource solutions, we will have the highest level of ethical practices in our business which will ensure the highest client and employee satisfaction levels.",Starts immediatelyImmediately,6 Months,10000-14000 /month,13 Jul' 21,26 applicants,,,,0,
